Clave Municipio,"Clave 
Estado",Región,Estado,Municipio,Tipo de población,saving_deposits,sight_deposits,term_deposits,debit_deposits
14100,14,Occidente y Bajío,Jalisco,Tomatlán,Semi-urbano,"16,972","9,326","2,049",0
14101,14,Occidente y Bajío,Jalisco,Tonalá,Semi-metrópoli,"58,897","118,992","3,679",884
14102,14,Occidente y Bajío,Jalisco,Tonaya,En Transición,"4,852",154,566,0
14103,14,Occidente y Bajío,Jalisco,Tonila,En Transición,"2,977","3,210",267,23
14104,14,Occidente y Bajío,Jalisco,Totatiche,Rural,244,117,23,0
14105,14,Occidente y Bajío,Jalisco,Tototlán,Semi-urbano,"1,971",853,56,0
14106,14,Occidente y Bajío,Jalisco,Tuxcacuesco,En Transición,"4,307",218,209,0
14107,14,Occidente y Bajío,Jalisco,Tuxcueca,En Transición,"2,138","1,379",118,0
14108,14,Occidente y Bajío,Jalisco,Tuxpan,Semi-urbano,"12,548","9,301",807,0
14109,14,Occidente y Bajío,Jalisco,Unión de San Antonio,Semi-urbano,"7,985","5,818",247,0
14110,14,Occidente y Bajío,Jalisco,Unión de Tula,En Transición,"9,633","9,316","1,734",283
14111,14,Occidente y Bajío,Jalisco,Valle de Guadalupe,En Transición,200,"3,195",653,1
14112,14,Occidente y Bajío,Jalisco,Valle de Juárez,En Transición,517,101,19,0
14113,14,Occidente y Bajío,Jalisco,San Gabriel,Semi-urbano,"7,259","6,060","1,725",0
14114,14,Occidente y Bajío,Jalisco,Villa Corona,Semi-urbano,"5,100","3,126",505,0
14115,14,Occidente y Bajío,Jalisco,Villa Guerrero,En Transición,"1,123","1,131",152,0
14116,14,Occidente y Bajío,Jalisco,Villa Hidalgo,Semi-urbano,920,933,36,0
14117,14,Occidente y Bajío,Jalisco,Cañadas de Obregón,Rural,34,"1,063",80,0
14118,14,Occidente y Bajío,Jalisco,Yahualica de González Gallo,Semi-urbano,"3,707","3,219",180,0
14119,14,Occidente y Bajío,Jalisco,Zacoalco de Torres,Semi-urbano,"2,768","1,087",148,2
14120,14,Occidente y Bajío,Jalisco,Zapopan,Metrópoli,"114,558","70,529","16,590","1,862"
14121,14,Occidente y Bajío,Jalisco,Zapotiltic,Semi-urbano,"22,897","1,243","1,027",2
14122,14,Occidente y Bajío,Jalisco,Zapotitlán de Vadillo,En Transición,"4,197",95,234,2
14123,14,Occidente y Bajío,Jalisco,Zapotlán del Rey,Semi-urbano,"1,432","1,062",53,128
14124,14,Occidente y Bajío,Jalisco,Zapotlanejo,Urbano,"8,731","5,289",90,0
14125,14,Occidente y Bajío,Jalisco,San Ignacio Cerro Gordo,Semi-urbano,"1,118",780,76,0
15001,15,Centro Sur y Oriente,México,Acambay,Urbano,"2,360","1,532",151,1
15002,15,Centro Sur y Oriente,México,Acolman,Urbano,572,"1,761",515,18
15003,15,Centro Sur y Oriente,México,Aculco,Semi-urbano,"8,315","5,329",568,16
15004,15,Centro Sur y Oriente,México,Almoloya de Alquisiras,Semi-urbano,3,280,40,0
15005,15,Centro Sur y Oriente,México,Almoloya de Juárez,Urbano,395,"7,742",378,7
15006,15,Centro Sur y Oriente,México,Almoloya del Río,En Transición,8,330,29,1
15007,15,Centro Sur y Oriente,México,Amanalco,Semi-urbano,"1,820",554,83,19
15008,15,Centro Sur y Oriente,México,Amatepec,Semi-urbano,13,105,30,0
15009,15,Centro Sur y Oriente,México,Amecameca,Urbano,"2,824","1,952",180,68
15010,15,Centro Sur y Oriente,México,Apaxco,Semi-urbano,443,639,110,0
15011,15,Centro Sur y Oriente,México,Atenco,Urbano,126,595,141,0
15012,15,Centro Sur y Oriente,México,Atizapán,En Transición,18,242,15,0
15013,15,Centro Sur y Oriente,México,Atizapán de Zaragoza,Semi-metrópoli,"21,590","7,208","4,878",194
15014,15,Centro Sur y Oriente,México,Atlacomulco,Urbano,"8,501","4,730",413,158
15015,15,Centro Sur y Oriente,México,Atlautla,Semi-urbano,139,499,51,0
15016,15,Centro Sur y Oriente,México,Axapusco,Semi-urbano,98,265,37,0
15017,15,Centro Sur y Oriente,México,Ayapango,En Transición,42,158,15,4
15018,15,Centro Sur y Oriente,México,Calimaya,Urbano,71,"3,716",220,0
15019,15,Centro Sur y Oriente,México,Capulhuac,Semi-urbano,29,"1,077",197,0
15020,15,Centro Sur y Oriente,México,Coacalco de Berriozábal,Urbano,"13,201","29,125","20,172",177
15021,15,Centro Sur y Oriente,México,Coatepec Harinas,Semi-urbano,137,129,8,2
15022,15,Centro Sur y Oriente,México,Cocotitlán,Semi-urbano,210,269,54,4
15023,15,Centro Sur y Oriente,México,Coyotepec,Semi-urbano,"2,030",980,132,1
15024,15,Centro Sur y Oriente,México,Cuautitlán,Urbano,"1,659","1,707",627,37
15025,15,Centro Sur y Oriente,México,Chalco,Semi-metrópoli,"14,319","6,893","2,775",356
15026,15,Centro Sur y Oriente,México,Chapa de Mota,Semi-urbano,338,381,48,2
15027,15,Centro Sur y Oriente,México,Chapultepec,En Transición,10,680,37,4
15028,15,Centro Sur y Oriente,México,Chiautla,Semi-urbano,75,416,72,8
15029,15,Centro Sur y Oriente,México,Chicoloapan,Urbano,"5,501","2,358",679,45
15030,15,Centro Sur y Oriente,México,Chiconcuac,Semi-urbano,48,472,89,18
15031,15,Centro Sur y Oriente,México,Chimalhuacán,Semi-metrópoli,"25,797","6,532","1,875",77
15032,15,Centro Sur y Oriente,México,Donato Guerra,Semi-urbano,"3,101","1,504",54,15
15033,15,Centro Sur y Oriente,México,Ecatepec de Morelos,Metrópoli,"40,743","13,273","6,460",975
15034,15,Centro Sur y Oriente,México,Ecatzingo,En Transición,36,169,12,0
15035,15,Centro Sur y Oriente,México,Huehuetoca,Urbano,"6,935","1,646",413,2
15036,15,Centro Sur y Oriente,México,Hueypoxtla,Semi-urbano,94,326,92,0
15037,15,Centro Sur y Oriente,México,Huixquilucan,Urbano,"2,605","4,922","2,904",30
15038,15,Centro Sur y Oriente,México,Isidro Fabela,En Transición,"2,234",381,205,0
15039,15,Centro Sur y Oriente,México,Ixtapaluca,Semi-metrópoli,"38,539","12,202","3,145",273
15040,15,Centro Sur y Oriente,México,Ixtapan de la Sal,Semi-urbano,201,432,24,6
15041,15,Centro Sur y Oriente,México,Ixtapan del Oro,En Transición,"1,141",638,9,5
15042,15,Centro Sur y Oriente,México,Ixtlahuaca,Urbano,"5,420","2,700",259,0
15043,15,Centro Sur y Oriente,México,Xalatlaco,Semi-urbano,15,298,111,0
15044,15,Centro Sur y Oriente,México,Jaltenco,Semi-urbano,179,328,64,6
15045,15,Centro Sur y Oriente,México,Jilotepec,Urbano,"3,743","1,864",379,0
15046,15,Centro Sur y Oriente,México,Jilotzingo,Semi-urbano,188,101,47,0
15047,15,Centro Sur y Oriente,México,Jiquipilco,Urbano,"1,426","1,684",135,18
15048,15,Centro Sur y Oriente,México,Jocotitlán,Urbano,380,"1,124",180,0
15049,15,Centro Sur y Oriente,México,Joquicingo,Semi-urbano,106,190,17,0
15050,15,Centro Sur y Oriente,México,Juchitepec,Semi-urbano,"1,176",402,85,3
15051,15,Centro Sur y Oriente,México,Lerma,Urbano,"1,345","5,290",909,347
15052,15,Centro Sur y Oriente,México,Malinalco,Semi-urbano,68,"1,769",72,307
15053,15,Centro Sur y Oriente,México,Melchor Ocampo,Urbano,540,512,166,0
15054,15,Centro Sur y Oriente,México,Metepec,Urbano,"2,512","27,084","3,540",534
15055,15,Centro Sur y Oriente,México,Mexicaltzingo,En Transición,7,642,50,1
15056,15,Centro Sur y Oriente,México,Morelos,Semi-urbano,996,325,48,6
15057,15,Centro Sur y Oriente,México,Naucalpan de Juárez,Semi-metrópoli,"12,037","5,814","9,339",607
15058,15,Centro Sur y Oriente,México,Nezahualcóyotl,Metrópoli,"34,287","9,866","7,926",83
15059,15,Centro Sur y Oriente,México,Nextlalpan,Urbano,191,614,229,1
15060,15,Centro Sur y Oriente,México,Nicolás Romero,Semi-metrópoli,"12,068","5,102","1,513",105
15061,15,Centro Sur y Oriente,México,Nopaltepec,En Transición,49,171,29,0
15062,15,Centro Sur y Oriente,México,Ocoyoacac,Urbano,85,"1,936",179,3
15063,15,Centro Sur y Oriente,México,Ocuilan,Semi-urbano,66,293,22,1
15064,15,Centro Sur y Oriente,México,"Oro, El",Semi-urbano,"4,643","2,062",387,20
15065,15,Centro Sur y Oriente,México,Otumba,Semi-urbano,110,352,44,0
15066,15,Centro Sur y Oriente,México,Otzoloapan,Rural,6,24,2,1
15067,15,Centro Sur y Oriente,México,Otzolotepec,Urbano,123,"2,445",222,1
15068,15,Centro Sur y Oriente,México,Ozumba,Semi-urbano,"2,239",609,37,200
15069,15,Centro Sur y Oriente,México,Papalotla,Rural,7,123,76,0
15070,15,Centro Sur y Oriente,México,"Paz, La",Semi-metrópoli,"28,424","9,231","3,889",39
15071,15,Centro Sur y Oriente,México,Polotitlán,En Transición,"4,368","2,059",97,0
15072,15,Centro Sur y Oriente,México,Rayón,Semi-urbano,11,"1,001",45,0
15073,15,Centro Sur y Oriente,México,San Antonio La Isla,Semi-urbano,89,"1,553",66,10
15074,15,Centro Sur y Oriente,México,San Felipe del Progreso,Urbano,"1,274","1,657",381,2
15075,15,Centro Sur y Oriente,México,San Martín de las Pirámides,Semi-urbano,177,411,55,2
15076,15,Centro Sur y Oriente,México,San Mateo Atenco,Urbano,"5,928","4,504",612,9
15077,15,Centro Sur y Oriente,México,San Simón de Guerrero,En Transición,57,78,31,1
15078,15,Centro Sur y Oriente,México,Santo Tomás,En Transición,391,189,20,0
15079,15,Centro Sur y Oriente,México,Soyaniquilpan de Juárez,En Transición,314,202,27,0
15080,15,Centro Sur y Oriente,México,Sultepec,Semi-urbano,19,244,36,0
15081,15,Centro Sur y Oriente,México,Tecámac,Semi-metrópoli,"9,199","5,265","2,433",197
15082,15,Centro Sur y Oriente,México,Tejupilco,Urbano,"1,914","1,739",52,0
15083,15,Centro Sur y Oriente,México,Temamatla,En Transición,133,277,49,4
15084,15,Centro Sur y Oriente,México,Temascalapa,Semi-urbano,284,"1,119",63,1
15085,15,Centro Sur y Oriente,México,Temascalcingo,Urbano,"4,788","3,867",261,29
15086,15,Centro Sur y Oriente,México,Temascaltepec,Semi-urbano,"1,234",380,38,15
15087,15,Centro Sur y Oriente,México,Temoaya,Urbano,"7,205","1,909",251,3
15088,15,Centro Sur y Oriente,México,Tenancingo,Urbano,"3,452","3,923",273,9
15089,15,Centro Sur y Oriente,México,Tenango del Aire,En Transición,96,224,76,9
15090,15,Centro Sur y Oriente,México,Tenango del Valle,Urbano,190,"3,303",219,0
15091,15,Centro Sur y Oriente,México,Teoloyucán,Urbano,"1,071",781,341,11
15092,15,Centro Sur y Oriente,México,Teotihuacán,Urbano,"5,604",976,180,61
15093,15,Centro Sur y Oriente,México,Tepetlaoxtoc,Semi-urbano,63,464,106,0
15094,15,Centro Sur y Oriente,México,Tepetlixpa,Semi-urbano,157,457,56,0
15095,15,Centro Sur y Oriente,México,Tepotzotlán,Urbano,636,706,289,11
15096,15,Centro Sur y Oriente,México,Tequixquiac,Semi-urbano,619,599,47,1
15097,15,Centro Sur y Oriente,México,Texcaltitlán,Semi-urbano,13,326,68,3
15098,15,Centro Sur y Oriente,México,Texcalyacac,En Transición,8,137,22,0
15099,15,Centro Sur y Oriente,México,Texcoco,Urbano,"13,538","4,894","1,393",177
15100,15,Centro Sur y Oriente,México,Tezoyuca,Semi-urbano,"3,200",517,70,7
15101,15,Centro Sur y Oriente,México,Tianguistenco,Urbano,"4,023","1,520",200,0
15102,15,Centro Sur y Oriente,México,Timilpan,Semi-urbano,260,265,32,1
15103,15,Centro Sur y Oriente,México,Tlalmanalco,Semi-urbano,"1,666",955,103,18
15104,15,Centro Sur y Oriente,México,Tlalnepantla de Baz,Semi-metrópoli,"11,133","6,520","5,869",389
15105,15,Centro Sur y Oriente,México,Tlatlaya,Semi-urbano,14,149,106,0
15106,15,Centro Sur y Oriente,México,Toluca,Semi-metrópoli,"10,641","89,330","10,295","1,547"
15107,15,Centro Sur y Oriente,México,Tonatico,En Transición,94,136,27,0
15108,15,Centro Sur y Oriente,México,Tultepec,Urbano,"1,075","1,199",723,0
15109,15,Centro Sur y Oriente,México,Tultitlán,Semi-metrópoli,"5,652","4,152","1,738",127
15110,15,Centro Sur y Oriente,México,Valle de Bravo,Urbano,"1,397","2,007",243,27
15111,15,Centro Sur y Oriente,México,Villa de Allende,Urbano,"3,275","2,352",35,726
15112,15,Centro Sur y Oriente,México,Villa del Carbón,Urbano,"2,155",288,57,0
15113,15,Centro Sur y Oriente,México,Villa Guerrero,Urbano,116,"1,160",156,1
15114,15,Centro Sur y Oriente,México,Villa Victoria,Urbano,"4,454","2,462",92,44
15115,15,Centro Sur y Oriente,México,Xonacatlán,Urbano,"1,298","2,244",427,0
15116,15,Centro Sur y Oriente,México,Zacazonapan,En Transición,5,37,2,0
15117,15,Centro Sur y Oriente,México,Zacualpan,En Transición,31,87,6,0
15118,15,Centro Sur y Oriente,México,Zinacantepec,Urbano,"2,839","14,318","1,558",23
15119,15,Centro Sur y Oriente,México,Zumpahuacán,Semi-urbano,26,814,31,0
15120,15,Centro Sur y Oriente,México,Zumpango,Urbano,"8,246","4,401",537,1
15121,15,Centro Sur y Oriente,México,Cuautitlán Izcalli,Semi-metrópoli,"8,825","5,251","5,004",571
15122,15,Centro Sur y Oriente,México,Valle de Chalco Solidaridad,Semi-metrópoli,"27,731","10,275","1,858",56
15123,15,Centro Sur y Oriente,México,Luvianos,Semi-urbano,19,112,1,0
15124,15,Centro Sur y Oriente,México,San José del Rincón,Urbano,"8,973","5,946",73,18
15125,15,Centro Sur y Oriente,México,Tonanitla,En Transición,52,424,71,0
16001,16,Occidente y Bajío,Michoacán,Acuitzio,En Transición,"4,891","3,722",360,49
16002,16,Occidente y Bajío,Michoacán,Aguililla,En Transición,95,159,11,37
16003,16,Occidente y Bajío,Michoacán,Alvaro Obregón,Semi-urbano,"3,719","2,596",146,291
16004,16,Occidente y Bajío,Michoacán,Angamacutiro,En Transición,"12,660","5,669","1,453",25
16005,16,Occidente y Bajío,Michoacán,Angangueo,En Transición,"1,347","1,188",59,0
16006,16,Occidente y Bajío,Michoacán,Apatzingán,Urbano,"11,298","10,467",916,"1,557"
16007,16,Occidente y Bajío,Michoacán,Aporo,Rural,367,229,39,0
16008,16,Occidente y Bajío,Michoacán,Aquila,Semi-urbano,562,436,21,3
16009,16,Occidente y Bajío,Michoacán,Ario,Semi-urbano,"7,921","5,184",377,76
16010,16,Occidente y Bajío,Michoacán,Arteaga,Semi-urbano,104,613,43,0
16011,16,Occidente y Bajío,Michoacán,Briseñas,En Transición,"2,834","1,394",36,14
16012,16,Occidente y Bajío,Michoacán,Buenavista,Semi-urbano,"11,272","9,235",971,"3,966"
16013,16,Occidente y Bajío,Michoacán,Carácuaro,En Transición,351,337,5,0
16014,16,Occidente y Bajío,Michoacán,Coahuayana,Semi-urbano,"3,335","1,983",68,102
16015,16,Occidente y Bajío,Michoacán,Coalcomán de Vázquez Pallares,Semi-urbano,46,103,5,0
16016,16,Occidente y Bajío,Michoacán,Coeneo,Semi-urbano,"3,778","3,189",504,41
16017,16,Occidente y Bajío,Michoacán,Contepec,Semi-urbano,"9,910","6,440",746,62
16018,16,Occidente y Bajío,Michoacán,Copándaro,En Transición,"1,611","1,111",95,0
16019,16,Occidente y Bajío,Michoacán,Cotija,Semi-urbano,"7,876","2,293",693,"1,179"
16020,16,Occidente y Bajío,Michoacán,Cuitzeo,Semi-urbano,"6,521","5,502",787,27
16021,16,Occidente y Bajío,Michoacán,Charapan,En Transición,"2,273",786,120,0
16022,16,Occidente y Bajío,Michoacán,Charo,Semi-urbano,"2,206","2,361",269,0
16023,16,Occidente y Bajío,Michoacán,Chavinda,En Transición,"13,252","1,148",13,0
16024,16,Occidente y Bajío,Michoacán,Cherán,Semi-urbano,"1,456",917,94,0
16025,16,Occidente y Bajío,Michoacán,Chilchota,Semi-urbano,"12,837","2,765",963,0
16026,16,Occidente y Bajío,Michoacán,Chinicuila,Rural,32,16,1,0
16027,16,Occidente y Bajío,Michoacán,Chucándiro,Rural,725,372,77,0
16028,16,Occidente y Bajío,Michoacán,Churintzio,En Transición,577,295,86,0
16029,16,Occidente y Bajío,Michoacán,Churumuco,En Transición,"1,559","1,300",29,0
16030,16,Occidente y Bajío,Michoacán,Ecuandureo,En Transición,"5,448","2,068","1,315",0
16031,16,Occidente y Bajío,Michoacán,Epitacio Huerta,Semi-urbano,"11,803","2,791","8,601",72
16032,16,Occidente y Bajío,Michoacán,Erongarícuaro,Semi-urbano,"5,076","2,876",292,0
16033,16,Occidente y Bajío,Michoacán,Gabriel Zamora,Semi-urbano,"2,637","2,501",66,0
16034,16,Occidente y Bajío,Michoacán,Hidalgo,Urbano,"23,037","14,274","1,929",461
16035,16,Occidente y Bajío,Michoacán,"Huacana, La",Semi-urbano,"6,190","5,084",366,48
16036,16,Occidente y Bajío,Michoacán,Huandacareo,En Transición,"5,009","1,978",832,17
16037,16,Occidente y Bajío,Michoacán,Huaniqueo,En Transición,660,578,124,0
16038,16,Occidente y Bajío,Michoacán,Huetamo,Semi-urbano,"3,740","3,848",245,59
16039,16,Occidente y Bajío,Michoacán,Huiramba,En Transición,"5,062","1,766",395,1
16040,16,Occidente y Bajío,Michoacán,Indaparapeo,Semi-urbano,"4,338","3,968",581,55
16041,16,Occidente y Bajío,Michoacán,Irimbo,Semi-urbano,"2,580","1,552",186,0
16042,16,Occidente y Bajío,Michoacán,Ixtlán,En Transición,"5,868","1,323",607,0
16043,16,Occidente y Bajío,Michoacán,Jacona,Urbano,"26,873","11,428","3,174",103
16044,16,Occidente y Bajío,Michoacán,Jiménez,En Transición,"5,728","2,181",815,29
16045,16,Occidente y Bajío,Michoacán,Jiquilpan,Semi-urbano,"15,136","2,673","1,020",308
16046,16,Occidente y Bajío,Michoacán,Juárez,En Transición,"4,606","3,571",662,58
16047,16,Occidente y Bajío,Michoacán,Jungapeo,Semi-urbano,"7,032","5,425",409,51
16048,16,Occidente y Bajío,Michoacán,Lagunillas,En Transición,"5,042","2,004",517,0
16049,16,Occidente y Bajío,Michoacán,Madero,Semi-urbano,"4,401","2,665",221,0
16050,16,Occidente y Bajío,Michoacán,Maravatío,Urbano,"28,829","17,110","2,612",135
16051,16,Occidente y Bajío,Michoacán,Marcos Castellanos,En Transición,"5,151",888,163,160
16052,16,Occidente y Bajío,Michoacán,Lázaro Cárdenas,Urbano,"4,440","20,556",852,533
16053,16,Occidente y Bajío,Michoacán,Morelia,Semi-metrópoli,"170,122","223,591","25,531","10,151"
16054,16,Occidente y Bajío,Michoacán,Morelos,En Transición,"4,324","2,938","1,421",26
16055,16,Occidente y Bajío,Michoacán,Múgica,Semi-urbano,"3,401","2,761",208,11
16056,16,Occidente y Bajío,Michoacán,Nahuatzen,Semi-urbano,"2,866","2,536",138,0
16057,16,Occidente y Bajío,Michoacán,Nocupétaro,En Transición,739,507,24,0
16058,16,Occidente y Bajío,Michoacán,Nuevo Parangaricutiro,Semi-urbano,"7,959","5,819",402,170
16059,16,Occidente y Bajío,Michoacán,Nuevo Urecho,En Transición,"2,118","1,512",51,0
16060,16,Occidente y Bajío,Michoacán,Numarán,En Transición,"3,030","1,606",111,0
16061,16,Occidente y Bajío,Michoacán,Ocampo,Semi-urbano,"4,848","3,937",264,57
16062,16,Occidente y Bajío,Michoacán,Pajacuarán,Semi-urbano,"5,565","1,721",313,0
16063,16,Occidente y Bajío,Michoacán,Panindícuaro,En Transición,"7,822","4,104","1,186",63
16064,16,Occidente y Bajío,Michoacán,Parácuaro,Semi-urbano,"3,924","1,802",60,0
16065,16,Occidente y Bajío,Michoacán,Paracho,Semi-urbano,"6,040","4,208",517,35
16066,16,Occidente y Bajío,Michoacán,Pátzcuaro,Urbano,"19,266","13,299","1,688",92
16067,16,Occidente y Bajío,Michoacán,Penjamillo,Semi-urbano,"8,049","3,076",711,74
16068,16,Occidente y Bajío,Michoacán,Peribán,Semi-urbano,"10,428","4,226","1,017","1,582"
16069,16,Occidente y Bajío,Michoacán,"Piedad, La",Urbano,"12,201","16,284","1,260",404
16070,16,Occidente y Bajío,Michoacán,Purépero,Semi-urbano,"10,336",868,"1,890",0
16071,16,Occidente y Bajío,Michoacán,Puruándiro,Urbano,"29,975","11,718","4,228",115
16072,16,Occidente y Bajío,Michoacán,Queréndaro,En Transición,"5,052","4,316",943,45
16073,16,Occidente y Bajío,Michoacán,Quiroga,Semi-urbano,"7,666","6,568","1,213",70
16074,16,Occidente y Bajío,Michoacán,Cojumatlán de Régules,En Transición,"12,126","5,639","1,030",70
16075,16,Occidente y Bajío,Michoacán,"Reyes, Los",Urbano,"33,915","15,167","3,759","10,772"
16076,16,Occidente y Bajío,Michoacán,Sahuayo,Urbano,"39,137","10,713","2,654",635
16077,16,Occidente y Bajío,Michoacán,San Lucas,Semi-urbano,"1,928","1,925",140,1
16078,16,Occidente y Bajío,Michoacán,Santa Ana Maya,En Transición,"3,045","2,193",462,29
16079,16,Occidente y Bajío,Michoacán,Salvador Escalante,Semi-urbano,"6,561","3,444",386,0
16080,16,Occidente y Bajío,Michoacán,Senguio,Semi-urbano,"2,463","1,553",256,0
16081,16,Occidente y Bajío,Michoacán,Susupuato,En Transición,"1,509","1,230",65,0
16082,16,Occidente y Bajío,Michoacán,Tacámbaro,Urbano,"20,532","14,269","1,185",554
16083,16,Occidente y Bajío,Michoacán,Tancítaro,Semi-urbano,"3,615","1,838",197,790
16084,16,Occidente y Bajío,Michoacán,Tangamandapio,Semi-urbano,"3,160","13,721",80,70
16085,16,Occidente y Bajío,Michoacán,Tangancícuaro,Semi-urbano,"9,228","2,655",823,0
16086,16,Occidente y Bajío,Michoacán,Tanhuato,Semi-urbano,"6,419","4,029",577,273
16087,16,Occidente y Bajío,Michoacán,Taretan,Semi-urbano,"6,197","4,978",450,132
16088,16,Occidente y Bajío,Michoacán,Tarímbaro,Urbano,"17,573","21,016","1,809",30
16089,16,Occidente y Bajío,Michoacán,Tepalcatepec,Semi-urbano,"4,593","2,909",388,"1,137"
16090,16,Occidente y Bajío,Michoacán,Tingambato,Semi-urbano,"5,972","3,002",829,15
16091,16,Occidente y Bajío,Michoacán,Tingüindín,En Transición,"1,101",328,46,564
16092,16,Occidente y Bajío,Michoacán,Tiquicheo de Nicolás Romero,En Transición,212,192,5,0
16093,16,Occidente y Bajío,Michoacán,Tlalpujahua,Semi-urbano,"5,764","3,977",622,30
16094,16,Occidente y Bajío,Michoacán,Tlazazalca,En Transición,"2,113",175,498,0
16095,16,Occidente y Bajío,Michoacán,Tocumbo,En Transición,"24,259","4,312","1,484",114
16096,16,Occidente y Bajío,Michoacán,Tumbiscatío,En Transición,245,97,14,0
16097,16,Occidente y Bajío,Michoacán,Turicato,Semi-urbano,"8,983","7,167",624,62
16098,16,Occidente y Bajío,Michoacán,Tuxpan,Semi-urbano,"8,394","5,871","1,041",77
16099,16,Occidente y Bajío,Michoacán,Tuzantla,En Transición,"1,799","1,455",77,0
16100,16,Occidente y Bajío,Michoacán,Tzintzuntzan,En Transición,"4,845","2,469",387,0
16101,16,Occidente y Bajío,Michoacán,Tzitzio,En Transición,270,217,39,0
16102,16,Occidente y Bajío,Michoacán,Uruapan,Semi-metrópoli,"31,520","41,244","3,680",884
16103,16,Occidente y Bajío,Michoacán,Venustiano Carranza,Semi-urbano,"14,374","3,533",997,437
16104,16,Occidente y Bajío,Michoacán,Villamar,Semi-urbano,"4,816","2,141",580,44
16105,16,Occidente y Bajío,Michoacán,Vista Hermosa,Semi-urbano,"4,657","2,548",113,9
16106,16,Occidente y Bajío,Michoacán,Yurécuaro,Semi-urbano,"7,412","3,790",457,39
16107,16,Occidente y Bajío,Michoacán,Zacapu,Urbano,"19,457","13,386","2,075",82
16108,16,Occidente y Bajío,Michoacán,Zamora,Urbano,"66,753","37,432","8,242",525
16109,16,Occidente y Bajío,Michoacán,Zináparo,Rural,709,403,56,0
16110,16,Occidente y Bajío,Michoacán,Zinapécuaro,Semi-urbano,"19,034","15,806","4,664",340
16111,16,Occidente y Bajío,Michoacán,Ziracuaretiro,Semi-urbano,"3,391","2,336",145,0
16112,16,Occidente y Bajío,Michoacán,Zitácuaro,Urbano,"30,670","20,220","2,332",662
16113,16,Occidente y Bajío,Michoacán,José Sixto Verduzco,Semi-urbano,"12,953","5,150","1,262",2
17001,17,Centro Sur y Oriente,Morelos,Amacuzac,Semi-urbano,"3,890","1,887",387,0
17002,17,Centro Sur y Oriente,Morelos,Atlatlahucan,Semi-urbano,488,"1,498",169,82
17003,17,Centro Sur y Oriente,Morelos,Axochiapan,Semi-urbano,"5,322","3,138",535,18
17004,17,Centro Sur y Oriente,Morelos,Ayala,Urbano,"3,741","6,484",967,148
17005,17,Centro Sur y Oriente,Morelos,Coatlán del Río,En Transición,825,"3,847",210,275
17006,17,Centro Sur y Oriente,Morelos,Cuautla,Urbano,"10,417","15,155","2,098",193
17007,17,Centro Sur y Oriente,Morelos,Cuernavaca,Semi-metrópoli,"31,586","39,961","5,519",831
17008,17,Centro Sur y Oriente,Morelos,Emiliano Zapata,Urbano,"4,911","5,710",574,0
17009,17,Centro Sur y Oriente,Morelos,Huitzilac,Semi-urbano,627,"1,029",140,5
17010,17,Centro Sur y Oriente,Morelos,Jantetelco,Semi-urbano,"2,095","1,692",198,184
17011,17,Centro Sur y Oriente,Morelos,Jiutepec,Urbano,"13,478","19,499","1,917",124
17012,17,Centro Sur y Oriente,Morelos,Jojutla,Urbano,"17,141","8,791","1,697",112
17013,17,Centro Sur y Oriente,Morelos,Jonacatepec,Semi-urbano,"3,093","1,763",380,32
17014,17,Centro Sur y Oriente,Morelos,Mazatepec,En Transición,674,"6,753",785,510
17015,17,Centro Sur y Oriente,Morelos,Miacatlán,Semi-urbano,626,"9,646",975,"1,083"
17016,17,Centro Sur y Oriente,Morelos,Ocuituco,Semi-urbano,835,323,52,14
17017,17,Centro Sur y Oriente,Morelos,Puente de Ixtla,Semi-urbano,"16,766","9,497","1,867",65
17018,17,Centro Sur y Oriente,Morelos,Temixco,Urbano,"15,257","9,823","1,405",111
17019,17,Centro Sur y Oriente,Morelos,Tepalcingo,Semi-urbano,"2,930","1,328",258,1
17020,17,Centro Sur y Oriente,Morelos,Tepoztlán,Urbano,"5,127","3,395",463,2
17021,17,Centro Sur y Oriente,Morelos,Tetecala,En Transición,390,"1,080",76,259
17022,17,Centro Sur y Oriente,Morelos,Tetela del Volcán,Semi-urbano,"1,304",531,87,0
17023,17,Centro Sur y Oriente,Morelos,Tlalnepantla,En Transición,835,420,68,10
17024,17,Centro Sur y Oriente,Morelos,Tlaltizapán,Urbano,"7,336","3,868",991,6
17025,17,Centro Sur y Oriente,Morelos,Tlaquiltenango,Semi-urbano,"7,749","3,724",892,60
17026,17,Centro Sur y Oriente,Morelos,Tlayacapan,Semi-urbano,"1,386",856,153,1
17027,17,Centro Sur y Oriente,Morelos,Totolapan,En Transición,680,805,122,21
17028,17,Centro Sur y Oriente,Morelos,Xochitepec,Urbano,"4,993","8,010",819,464
17029,17,Centro Sur y Oriente,Morelos,Yautepec,Urbano,"4,601","7,752","1,388",28
17030,17,Centro Sur y Oriente,Morelos,Yecapixtla,Urbano,"2,092","2,273",304,3
17031,17,Centro Sur y Oriente,Morelos,Zacatepec de Hidalgo,Semi-urbano,"6,548","4,496",881,227
17032,17,Centro Sur y Oriente,Morelos,Zacualpan de Amilpas,En Transición,"1,087",489,120,0
17033,17,Centro Sur y Oriente,Morelos,Temoac,Semi-urbano,"2,285","1,303",100,111
17034,17,Centro Sur y Oriente,Morelos,Coatetelco,En Transición,0,0,0,0
17035,17,Centro Sur y Oriente,Morelos,Xoxocotla,Semi-urbano,0,0,0,0
